Kevin DE BRUYNE soccer player profile - Soccer Manager;;M,AM(C);;;;;;;;;;;;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;11;Estudiantes de LP;Divisão 1;13 (0);0;0;0;6.46;2;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;10;Estudiantes de LP;Divisão 2;24 (0);3;0;0;6.62;2;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;9;Vélez Sársfield;Divisão 2;20 (0);1;0;0;6.35;3;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;8;Universidad de Chile;Divisão 2;24 (0);3;1;0;6.87;7;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;7;Atlanta United;Divisão 1;25 (0);2;0;0;6.08;5;1;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;6;Monterrey;Divisão 1;15 (0);2;2;0;6.33;3;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;6;Monterrey;Divisão 1;2 (4);1;0;0;6.83;0;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;5;Monterrey;Divisão 1;9 (13);0;2;0;6.68;4;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;4;Monterrey;Divisão 1;26 (2);4;3;1;6.21;3;0;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;3;Monterrey;Divisão 1;22 (8);5;5;3;6.73;4;1;DM,M,AM(C);;;;;;;;;;;;;;;
;Teun KOOPMEINERS soccer player profile - Soccer Manager;2;Club América;Divisão 2;6 (2);2;2;0;7.12;1;0;DM,M,AM(C);Joško GVARDIOL soccer player profile - Soccer Manager;;D(LC);;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;11;Croatia;SMFA World Cup;5 (0);0;0;0;6.80;0;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;11;Croatia;SMFA World Cup;2 (0);0;0;0;7.00;0;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;;D(LC);;;;;;;;;;;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;Croatia;International;40 (0);2;2;2;6.75;2;0;D(LC);;;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;;D(LC);;;;;;;;;;;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;11;Atlanta United;Divisão 1;26 (0);0;0;0;6.31;3;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;10;Atlanta United;Divisão 1;21 (0);1;0;0;6.48;2;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;9;Atlanta United;Divisão 1;25 (0);1;0;0;6.56;2;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;8;Atlanta United;Divisão 2;7 (0);0;0;0;6.43;1;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;8;Santos FC;Divisão 1;12 (0);1;1;1;6.50;3;1;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;7;Barcelona SC;Divisão 1;16 (1);1;0;0;6.12;1;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;7;Monterrey;Divisão 2;1 (0);0;0;0;6.00;0;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;6;Monterrey;Divisão 1;5 (0);0;0;0;6.20;2;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;6;Monterrey;Divisão 1;4 (0);1;0;0;6.25;0;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;5;Monterrey;Divisão 1;4 (1);0;0;0;6.40;1;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;4;Monterrey;Divisão 1;4 (0);0;0;0;6.00;2;0;D(LC);;;;;;;;;;;;;;;
;Joško GVARDIOL soccer player profile - Soccer Manager;3;Monterrey;Divisão 1;1 (0);0;0;0;6.00;1;0;D(LC);Jonathan DAVID soccer player profile - Soccer Manager;;AM,F(C);;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;11;Canada;SMFA World Cup Qualifiers;8 (0);1;1;0;7.12;0;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;;AM,F(C);;;;;;;;;;;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;Canada;International;56 (0);13;7;7;7.07;4;1;AM,F(C);;;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;;AM,F(C);;;;;;;;;;;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;11;River Plate;Divisão 2;16 (1);6;3;5;7.47;0;1;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;11;Atlanta United;Divisão 1;6 (0);5;1;3;7.83;1;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;10;Atlanta United;Divisão 1;8 (0);2;2;0;7.50;1;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;10;Boca Juniors;Divisão 2;21 (0);2;1;0;5.52;3;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;9;Boca Juniors;Divisão 2;12 (2);7;0;1;7.07;5;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;8;Boca Juniors;Divisão 2;23 (0);5;0;1;6.43;7;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;8;São Paulo FC;Divisão 2;3 (0);4;2;1;8.33;1;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;7;São Paulo FC;Divisão 1;27 (0);10;8;4;6.93;5;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;6;Santos FC;Divisão 1;18 (8);3;5;1;7.12;4;1;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;5;Santos FC;Divisão 1;14 (0);2;1;0;7.00;2;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;5;Tigres UANL;Divisão 1;5 (0);0;0;0;6.40;1;1;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;4;Tigres UANL;Divisão 1;24 (0);9;6;5;7.17;0;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;3;Palmeiras;Divisão 1;14 (1);8;4;1;6.67;2;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;2;Palmeiras;Divisão 2;5 (3);3;5;2;7.88;1;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;2;Universidad de Chile;Divisão 2;13 (1);5;10;4;8.07;1;0;AM,F(C);;;;;;;;;;;;;;;
;Jonathan DAVID soccer player profile - Soccer Manager;1;Universidad de Chile;Divisão 2;7 (2);2;1;0;7.22;0;0;AM,F(C);Sven BOTMAN soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;11;Netherlands;SMFA World Cup Qualifiers;2 (0);0;0;0;7.50;0;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;Netherlands;International;11 (0);1;0;0;6.73;0;1;D(C);;;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;11;Colo-Colo;Divisão 1;0 (0);0;0;0;0.00;0;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;11;Cruzeiro;Divisão 1;25 (0);1;0;0;6.44;2;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;10;Cruzeiro;Divisão 1;25 (0);5;0;1;6.64;2;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;9;Cruzeiro;Divisão 1;27 (0);1;1;1;6.19;2;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;8;Cruzeiro;Divisão 1;25 (0);2;0;1;6.40;4;1;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;7;Santos FC;Divisão 1;26 (1);2;0;0;6.19;2;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;6;Santos FC;Divisão 1;27 (0);0;1;0;6.26;4;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;5;Santos FC;Divisão 1;21 (3);2;1;0;6.42;5;1;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;4;Santos FC;Divisão 2;24 (1);3;0;1;6.68;4;0;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;3;Santos FC;Divisão 1;12 (3);0;0;0;6.40;2;2;D(C);;;;;;;;;;;;;;;
;Sven BOTMAN soccer player profile - Soccer Manager;2;Santos FC;Divisão 2;5 (2);1;0;0;6.86;1;0;D(C);Gabriel MARTINELLI soccer player profile - Soccer Manager;;AM(RL),F(RLC);;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;11;Estudiantes de LP;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;11;Orlando City SC;Divisão 1;24 (0);3;3;1;6.87;1;0;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;10;Orlando City SC;Divisão 1;23 (0);2;8;1;7.30;2;0;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;9;Orlando City SC;Divisão 2;14 (0);7;1;2;7.14;1;0;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;8;Orlando City SC;Divisão 2;11 (0);3;2;0;7.27;0;0;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;8;Atlanta United;Divisão 2;6 (0);3;8;0;8.33;0;1;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;7;Atlanta United;Divisão 1;7 (0);1;6;1;6.71;2;0;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;6;Atlanta United;Divisão 1;2 (0);0;0;0;4.50;1;0;AM(RL),F(RLC);;;;;;;;;;;;;;;
;Gabriel MARTINELLI soccer player profile - Soccer Manager;3;Boca Juniors;Divisão 2;1 (0);0;0;0;6.00;0;0;AM(RL),F(RLC);Dejan KULUSEVSKI soccer player profile - Soccer Manager;;AM(RC),F(R);;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;11;Sweden;SMFA World Cup;4 (0);1;1;0;7.00;1;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;11;Sweden;SMFA World Cup Qualifiers;6 (0);1;1;0;7.17;1;1;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;;AM(RC),F(R);;;;;;;;;;;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;Sweden;International;89 (0);19;20;2;7.04;10;1;AM(RC),F(R);;;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;;AM(RC),F(R);;;;;;;;;;;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;11;Vélez Sársfield;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;11;Toronto FC;Divisão 2;17 (0);3;1;1;6.71;2;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;10;Toronto FC;Divisão 2;21 (0);9;7;5;7.38;0;1;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;9;Atlanta United;Divisão 1;24 (0);4;4;1;6.75;1;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;8;Atlanta United;Divisão 2;9 (0);6;6;1;8.44;2;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;8;Independiente;Divisão 1;2 (0);1;1;0;7.00;0;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;7;Independiente;Divisão 1;9 (1);0;2;0;7.00;0;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;7;Palmeiras;Divisão 1;15 (0);0;0;0;6.80;4;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;6;Palmeiras;Divisão 1;23 (3);5;9;1;7.38;2;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;5;Palmeiras;Divisão 1;25 (0);5;9;2;6.80;6;1;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;4;D.C. United;Divisão 1;15 (0);1;1;0;6.27;1;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;3;D.C. United;Divisão 2;9 (0);2;7;2;7.89;3;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;2;Club América;Divisão 2;7 (1);2;0;0;6.88;1;0;AM(RC),F(R);;;;;;;;;;;;;;;
;Dejan KULUSEVSKI soccer player profile - Soccer Manager;1;Independiente;Divisão 1;3 (3);0;0;0;6.33;2;0;AM(RC),F(R);Eduardo CAMAVINGA soccer player profile - Soccer Manager;;D(L),DM,M(LC);;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;11;Cruzeiro;Divisão 1;0 (0);0;0;0;0.00;0;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;11;Corinthians;Divisão 1;24 (0);1;0;0;6.54;4;1;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;10;Corinthians;Divisão 1;23 (0);3;2;1;6.65;7;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;9;Corinthians;Divisão 1;27 (0);3;0;1;6.22;2;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;8;São Paulo FC;Divisão 2;28 (0);7;2;0;6.89;4;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;7;São Paulo FC;Divisão 1;25 (0);4;0;0;6.36;5;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;6;São Paulo FC;Divisão 1;27 (0);2;0;0;6.22;6;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;5;São Paulo FC;Divisão 1;24 (0);3;0;1;6.21;2;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;4;São Paulo FC;Divisão 1;6 (0);1;0;0;6.17;3;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;4;Atlanta United;Divisão 2;9 (0);3;1;1;7.00;2;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;3;Independiente;Divisão 1;14 (6);2;2;0;6.45;2;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;2;Santos FC;Divisão 2;18 (1);4;3;0;7.05;1;0;D(L),DM,M(LC);;;;;;;;;;;;;;;
;Eduardo CAMAVINGA soccer player profile - Soccer Manager;1;Santos FC;Divisão 2;9 (0);1;0;0;6.33;1;0;D(L),DM,M(LC);Jeremie FRIMPONG soccer player profile - Soccer Manager;;D,DM,M,AM(R);;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;11;Netherlands;SMFA World Cup;7 (0);2;1;0;6.43;1;0;D,DM,M,AM(R);;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;11;Netherlands;SMFA World Cup;2 (0);1;0;0;7.00;0;0;D,DM,M,AM(R);;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;;D,DM,M,AM(R);;;;;;;;;;;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;Netherlands;International;11 (0);3;1;0;6.64;2;0;D,DM,M,AM(R);;;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;;D,DM,M,AM(R);;;;;;;;;;;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;11;Cruz Azul;Divisão 2;28 (0);0;0;0;6.11;5;0;D,DM,M,AM(R);;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;10;River Plate;Divisão 2;27 (0);0;0;0;6.15;2;1;D,DM,M,AM(R);;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;9;River Plate;Divisão 1;21 (0);0;0;0;5.95;2;0;D,DM,M,AM(R);;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;8;River Plate;Divisão 1;25 (0);1;0;0;6.08;4;0;D,DM,M,AM(R);;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;7;River Plate;Divisão 1;4 (0);0;0;0;6.00;0;0;D,DM,M,AM(R);;;;;;;;;;;;;;;
;Jeremie FRIMPONG soccer player profile - Soccer Manager;6;River Plate;Divisão 1;2 (1);0;0;0;6.33;0;0;D,DM,M,AM(R);Sergio RAMOS soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;
;Sergio RAMOS soccer player profile - Soccer Manager;11;Spain;SMFA World Cup;1 (0);0;0;0;7.00;0;0;D(C);;;;;;;;;;;;;;;
;Sergio RAMOS soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;;;;;;;;;;;;;
;Sergio RAMOS soccer player profile - Soccer Manager;Spain;International;80 (0);5;5;3;7.50;8;2;D(C);;;;;;;;;;;;;;;;
;Sergio RAMOS soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;;;;;;;;;;;;;
;Sergio RAMOS soccer player profile - Soccer Manager;7;Orlando City SC;Divisão 2;17 (0);1;1;0;7.24;3;0;D(C);Edin DŽEKO soccer player profile - Soccer Manager;;F(C);;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;11;Bosnia & Herzegovina;SMFA World Cup Qualifiers;7 (0);1;3;2;7.14;3;0;F(C);;;;;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;;F(C);;;;;;;;;;;;;;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;Bosnia & Herzegovina;International;84 (0);32;23;21;7.62;10;1;F(C);;;;;;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;;F(C);;;;;;;;;;;;;;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;11;Barcelona SC;Divisão 2;0 (0);0;0;0;0.00;0;0;F(C);;;;;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;6;New York City FC;Divisão 1;17 (6);3;2;2;7.00;2;0;F(C);;;;;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;5;New York City FC;Divisão 1;22 (4);7;5;5;7.35;2;0;F(C);;;;;;;;;;;;;;;
;Edin DŽEKO soccer player profile - Soccer Manager;4;New York City FC;Divisão 2;15 (0);9;5;6;7.73;1;0;F(C);Olivier GIROUD soccer player profile - Soccer Manager;;F(C);;;;;;;;;;;;
;Olivier GIROUD soccer player profile - Soccer Manager;France;International;1 (0);1;0;0;8.00;0;0;F(C);;;;;;;;;;;;;;;;
;Olivier GIROUD soccer player profile - Soccer Manager;;F(C);;;;;;;;;;;;;;;;;;;;;;;;
;Olivier GIROUD soccer player profile - Soccer Manager;9;SC Internacional;Divisão 1;23 (2);6;2;2;7.20;1;1;F(C);;;;;;;;;;;;;;;
;Olivier GIROUD soccer player profile - Soccer Manager;8;Orlando City SC;Divisão 2;13 (0);7;6;3;7.92;1;0;F(C);;;;;;;;;;;;;;;
;Olivier GIROUD soccer player profile - Soccer Manager;6;Cruzeiro;Divisão 2;25 (2);13;6;3;7.93;5;0;F(C);Axel WITSEL soccer player profile - Soccer Manager;;D,DM,M(C);;;;;;;;;;;;
;Axel WITSEL soccer player profile - Soccer Manager;11;Belgium;SMFA World Cup Qualifiers;2 (0);0;0;0;7.00;0;0;D,DM,M(C);;;;;;;;;;;;;;;
;Axel WITSEL soccer player profile - Soccer Manager;;D,DM,M(C);;;;;;;;;;;;;;;;;;;;;;;;
;Axel WITSEL soccer player profile - Soccer Manager;Belgium;International;77 (0);22;17;3;7.44;8;0;D,DM,M(C);;;;;;;;;;;;;;;;
;Axel WITSEL soccer player profile - Soccer Manager;;D,DM,M(C);;;;;;;;;;;;;;;;;;;;;;;;
;Axel WITSEL soccer player profile - Soccer Manager;9;Orlando City SC;Divisão 2;19 (0);0;1;0;6.84;2;0;D,DM,M(C);;;;;;;;;;;;;;;
;Axel WITSEL soccer player profile - Soccer Manager;6;Club América;Divisão 1;19 (0);1;1;0;6.53;1;0;D,DM,M(C);Thiago SILVA soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;
;Thiago SILVA soccer player profile - Soccer Manager;Brazil;International;101 (0);15;10;3;7.35;11;1;D(C);;;;;;;;;;;;;;;;
;Thiago SILVA soccer player profile - Soccer Manager;;D(C);;;;;;;;;;;;;;;;;;;;;;;;
;Thiago SILVA soccer player profile - Soccer Manager;9;Orlando City SC;Divisão 2;16 (1);1;2;1;7.18;2;0;D(C);;;;;;;;;;;;;;;
;Thiago SILVA soccer player profile - Soccer Manager;8;Orlando City SC;Divisão 2;27 (0);5;3;2;7.67;1;0;D(C);Ángel DI MARÍA soccer player profile - Soccer Manager;;AM,F(RLC);;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;11;Argentina;SMFA World Cup;6 (0);2;3;0;7.83;0;0;AM,F(RLC);;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;11;Argentina;SMFA World Cup Qualifiers;7 (0);3;4;1;8.14;2;0;AM,F(RLC);;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;;AM,F(RLC);;;;;;;;;;;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;Argentina;International;93 (0);35;29;10;7.63;8;1;AM,F(RLC);;;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;;AM,F(RLC);;;;;;;;;;;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;11;Vasco da Gama;Divisão 1;0 (0);0;0;0;0.00;0;0;AM,F(RLC);;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;9;Barcelona SC;Divisão 2;5 (0);1;1;0;6.60;1;0;AM,F(RLC);;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;8;Barcelona SC;Divisão 1;28 (0);4;5;3;7.29;1;0;AM,F(RLC);;;;;;;;;;;;;;;
;Ángel DI MARÍA soccer player profile - Soccer Manager;7;Barcelona SC;Divisão 1;26 (0);5;8;3;7.46;5;1;AM,F(RLC);Dušan TADIĆ soccer player profile - Soccer Manager;;AM,F(RLC);;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;11;Serbia;SMFA World Cup Qualifiers;1 (0);0;0;0;7.00;0;0;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;11;Serbia;SMFA World Cup;2 (0);1;0;0;7.50;0;0;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;;AM,F(RLC);;;;;;;;;;;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;Serbia;International;46 (0);12;12;5;7.28;1;0;AM,F(RLC);;;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;;AM,F(RLC);;;;;;;;;;;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;11;Independiente;Divisão 1;24 (0);3;15;1;7.46;3;0;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;9;Barcelona SC;Divisão 2;4 (0);0;0;0;6.00;1;1;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;8;Barcelona SC;Divisão 1;30 (0);8;3;3;7.17;2;0;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;7;D.C. United;Divisão 1;10 (4);2;0;0;6.79;1;0;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;6;D.C. United;Divisão 2;15 (0);3;6;4;7.73;2;1;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;5;Club América;Divisão 1;16 (0);1;3;0;6.75;3;1;AM,F(RLC);;;;;;;;;;;;;;;
;Dušan TADIĆ soccer player profile - Soccer Manager;3;D.C. United;Divisão 2;26 (0);23;37;11;9.15;4;0;AM,F(RLC);Dani PAREJO soccer player profile - Soccer Manager;;DM,M(C);;;;;;;;;;;;
;Dani PAREJO soccer player profile - Soccer Manager;11;Spain;SMFA World Cup;2 (0);0;0;0;6.00;0;0;DM,M(C);;;;;;;;;;;;;;;
;Dani PAREJO soccer player profile - Soccer Manager;;DM,M(C);;;;;;;;;;;;;;;;;;;;;;;;
;Dani PAREJO soccer player profile - Soccer Manager;Spain;International;64 (0);9;7;3;6.55;6;1;DM,M(C);;;;;;;;;;;;;;;;
